orifice_size_pos,orifice_size_neg,aspect_ratio_pos,aspect_ratio_neg,expansion_ratio_pos,expansion_ratio_neg,normalized_orifice_length_pos,normalized_orifice_length_neg,normalized_water_inlet_pos,normalized_water_inlet_neg,normalized_oil_inlet_pos,normalized_oil_inlet_neg,flow_rate_ratio_pos,flow_rate_ratio_neg,capillary_number_pos,capillary_number_neg
1.0646790129155426,0.9859074551967366,1.088740411686223,0.9625177256519472,1.0047434602177563,1.0457713650076084,1.0323304887102778,1.0180729236638617,1.0655073613405452,0.9854724761226172,1.006999657146713,1.043432451262296,0.9772888397498308,1.0741800867548557,0.8974267967325026,1.1569690154428771,
0.9358648869196727,0.859186264754188,0.9588012536660101,0.8368273260528628,0.8778895376212392,0.9170996840752178,0.9040756561524921,0.8908176354633778,0.9358955879847717,0.8594892677598961,0.8799074242444818,0.915009921403895,0.8499362761234749,0.9460168184954748,0.7729910186293127,1.02517744201629,
0.8105197929969942,0.7356379839215809,0.8324953171873202,0.7141638112779126,0.7542245690892476,0.7918774050645652,0.779211079325569,0.766808604034741,0.8098716095890541,0.7365729640862521,0.7560381244635265,0.7900015051657499,0.7258505313145012,0.8212228266970956,0.6513162606573039,0.8974267967325026,
0.6880568098231046,0.6147318039207923,0.7091991537807176,0.5940266368866001,0.6332169832776039,0.6695198780975864,0.6571625687181046,0.6455021561241006,0.6868215430365762,0.61621530020517,0.6348517856796447,0.6678279110781411,0.6044827961378033,0.6992314573195055,0.5394365106485034,0.7729910186293127,
0.5682693896722886,0.5106635653406473,0.5894445979487252,0.48980610655919565,0.5249160907898143,0.5540182030775804,0.5489295569906727,0.5299960514343913,0.5662644417539923,0.5220593246856946,0.5302906045386435,0.5485875619141247,0.49425585980177744,0.5856750112193467,0.4622340278117617,0.6513162606573039,
0.4860579410074713,0.4336967158233302,0.5115817608969266,0.41323960326194836,0.44799259041554834,0.4763264206756286,0.4714688565731468,0.45304972964763435,0.47934109377460293,0.4452304464928279,0.45321382194609805,0.4712616098111852,0.4170797623640089,0.508449881299451,0.383561152057469,0.5394365106485034,
0.4026606373006591,0.3566618654890175,0.4313218932781752,0.33611152862663934,0.3709963159458087,0.3928035671237937,0.3939784181562756,0.3727302839647724,0.3976567068529976,0.368321491158374,0.37463223473105917,0.3924976263955102,0.3383944532066129,0.42978824370191193,0.30039628747528885,0.4622340278117617,
0.31943568582496024,0.2795666394915554,0.3475535721812246,0.25362021354770775,0.29135333674352293,0.309463008079719,0.3110126180733277,0.28983634980347106,0.31418914061740655,0.2866729263446778,0.2915823411758544,0.30921733439719845,0.2552768062704777,0.34657564036524036,0.21042885352193075,0.383561152057469,
0.2344383968717791,0.1865512810650105,0.2622065497050581,0.16247256688863443,0.19846820398434312,0.22266584481704665,0.22234866293557548,0.19908809499985386,0.23089319461306657,0.19033286307369718,0.1997333381209468,0.22194398626040213,0.1657097967683686,0.25766771274476025,0.1788004523410625,0.30039628747528885,
0.18543747743159733,0.1395263920843967,0.21042885352193075,0.13413683599237475,0.15145036882289814,0.1735270802511219,0.17290005890850968,0.15209783799448545,0.18167614708779478,0.14998552020289507,0.15020281264636043,0.1747587654674705,0.11876844240354889,0.20721813103456826,0.16945862708488113,0.25362021354770775,
0.14165925838886229,0.09589580484567534,0.1657097967683686,0.09108327865786431,0.10779171863487491,0.12977665727524235,0.1291382847630363,0.10845043129911475,0.13791820645713437,0.10681270835085438,0.10652109724645709,0.13103194500430287,0.0887080529189167,0.16247256688863443,0.12633895708306664,0.21006093696942008,
0.09886362375088636,0.08210871883463144,0.12281690437796394,0.09910957236977502,0.08767618422212287,0.08970880289731803,0.08635694578070968,0.09102529775332047,0.09651448421286424,0.08836337016590778,0.08132318193415139,0.09607650009333496,0.10049534754848072,0.11876844240354889,0.11825403333428053,0.16985384522547525,
0.08792405589779195,0.07650034823988994,0.11052178851197186,0.10293270266916049,0.08730742670768799,0.08234776957524409,0.07898556965304065,0.09428536295886447,0.08917104576056883,0.09221298215579427,0.07885564850039706,0.0887080529189167,0.09309000300534659,0.10652109724645709,0.12195521709958274,0.1629913412753698,
0.08132318193415139,0.0838510016240302,0.08765122499884692,0.10436653230066328,0.09023977730475308,0.07575704880645107,0.07240246740967488,0.09577061832522954,0.08259477844085117,0.09369398434561493,0.08035745887226864,0.08210871883463144,0.08867809842400581,0.08498041119320066,0.12331799560177664,0.15678765044186171,
0.07898556965304065,0.06645862729849722,0.0980198485651389,0.08516354012816646,0.07283925658574625,0.07341423204676728,0.06997968677439637,0.07650034823988994,0.08022392707637177,0.07564293903914387,0.06501374484706623,0.0797748684414662,0.0841541281720819,0.09397155566210541,0.10429036119797319,0.15383265115578237,
0.07161444772695813,0.07028537355568548,0.0857288857787884,0.08898330449084568,0.0766685362110906,0.06604853116254261,0.06262394887316658,0.08035745887226864,0.07287666641593665,0.07946125040130558,0.06493813712562346,0.07240246740967488,0.07674467773295746,0.08172782788861804,0.1079885983274379,0.1469745646427748,
0.07216422465777239,0.054652094543423735,0.09741737543417639,0.0711370127298549,0.06088074229026891,0.06368455744362694,0.05997962815712776,0.06501374484706623,0.07052441689362487,0.06206491977144146,0.05525283261068614,0.06997968677439637,0.07441364885851398,0.09157035137820996,0.08894334149587624,0.1440258356648652,
0.06262394887316658,0.06351884642632022,0.06483796260331348,0.08168841360635609,0.06989956107455236,0.0564060802334615,0.05206353905523686,0.07028537355568548,0.06291884145289128,0.07268727533750768,0.05671830221579133,0.062044161250854435,0.06633973775829571,0.059486315096236364,0.0939272873072331,0.1370077394307329,
0.05997962815712776,0.04613058417353588,0.07466626353112032,0.06435045930343741,0.052505058853303144,0.05376972266804997,0.049437431125421316,0.054652094543423735,0.060362254934910875,0.05530899535725209,0.04468178175350873,0.0594300967004594,0.0637985080626009,0.06790566829897493,0.0767254666497238,0.13409565116868655,
0.05263344432190198,0.04995817317403595,0.06402750428723475,0.06814498386607426,0.056334540545544376,0.046436785446250406,0.04213775479575721,0.05671830221579133,0.05326387125955806,0.05912708714650161,0.042484410643957526,0.05206353905523686,0.05639550951889427,0.05699638335582463,0.0862041973581209,0.1273733205774119,
0.054849382771170296,0.034107901207837354,0.07388010384763155,0.05079424698883783,0.04032949447323381,0.043979357592872304,0.03969255779882486,0.04468178175350873,0.05078157279030904,0.041736844760469516,0.03501057758320225,0.049437431125421316,0.05384215180656282,0.06677548927163884,0.0780624382073406,0.1244874743392631,
0.04213775479575721,0.04319518007472051,0.043751936431557004,0.06134619490172255,0.04957053594504712,0.035945650416481845,0.031643209083103585,0.04995817317403595,0.04278011249675634,0.052358089176558764,0.03533366776768848,0.04150027893923147,0.05325271983992369,0.033746691161363584,0.10972511892084114,0.11703172995113087,
0.03969255779882486,0.034101220297836576,0.050606348448845484,0.049522851407124924,0.03218138181696878,0.033509048209846626,0.029216481119601567,0.034107901207837354,0.040316699648773824,0.03498680354392231,0.02450801383028578,0.038892630214832025,0.059788375738040245,0.04350610612328887,0.1016000552983854,0.11434923461495367,
0.03258764623335819,0.04480097985480208,0.03996143656755097,0.06165243288675609,0.03467566051848836,0.02640221728530112,0.026531394392232954,0.03533366776768848,0.03322484946383819,0.038804836775347296,0.02251233735259134,0.031643209083103585,0.06074231527266388,0.03290740733450448,0.11361990748492334,0.10738174831684605,
0.025473452173152,0.055341974154345386,0.029325469546055694,0.07254377885296026,0.0391578489225996,0.02314919623969197,0.024033111845518207,0.037546795447722325,0.028092857020457163,0.044790768785508916,0.02917799758329237,0.02450801383028578,0.0664054024317487,0.02231646393490927,0.12080231934688518,0.1004031734989797,
0.05535058736645254,0.015211579760425975,0.07436020206065996,0.037695177332467744,0.02407557565301688,0.042707690992869585,0.035526893909762436,0.027418415368408056,0.047300925908808855,0.030553488520730032,0.02317767396278614,0.03290740733450448,0.02251233735259134,0.06813785495866403,0.07636568103784414,0.1256450568346289,
0.02231646393490927,0.04349467073263075,0.04122016415207608,0.06180710043083404,0.033269442488919776,0.009047275813508615,0.003676450201029635,0.03393243984646871,0.014239763637699798,0.04026166891100896,0.020430507874989845,0.012988235972142548,0.055341974154345386,0.050221090062222806,0.10960227936801631,0.09231930825433671,
0.035526893909762436,0.03167915892935014,0.05139484796006166,0.04727988454207116,0.01763222924998281,0.02375761371697338,0.01658071599303579,0.015211579760425975,0.026788694546370673,0.026533013027388586,0.007628330932300975,0.009645873416295192,0.042627485157380796,0.04738174718490279,0.09522071434677859,0.1023141930432927,
